,review,target
7510,"I love almost all tops from retailer, however this one was just enormous. it is beautifully designed, but it was so huge when i tried it on that i couldn't believe it was sized 0. i even checked the tag to see if maybe they placed a size 0 tag on an xl shirt. for reference, i am 5'2"" and 110lbs. i would have loved this shirt if it hadn't been so big.",0
7511,I went into the store not expecting to walk out with this dress. i just happened to try it on in an xs and i loved it. i probably could have gone with a petite because it's long but it didn't bother me enough and i didn't want to wait for it to be ordered. it's nicely fitted through the waist and definitely looks better with a belt. the downside is that the lining is short (mid thigh) and tends to bunch up underneath which then makes it puff out slightly. this didn't bother me enough to return i,1
7512,"Loved the idea of this - unfortunately, it disappointed all around. it's way too short and ran small. the fuzzy collar was also different than pictured in the stock photo and looked a bit tacky and cheap. the pricepoint is also way off the mark for this piece. usually an retailer small (5""7"" 140 lbs 32dd) but ordered a medium (small would not have fit in this piece). do not recommend.",0
7513,"I haven't worn the top yet nor have i returned it. still not sure if i want to keep it! i bought the slate color and it is a bland color. also, not sure if i like the fabric because the material feels like it could be a pajama top! however, it is a comfortable loose fitting top so for that reason, i may keep it.",1
7514,"I don't know that i'll keep this, although i really want to. i love the style and the fabric, and the length is perfect for me (i'm 5'3"" and i ordered the petite length - it hits me below the knee). as another reviewer mentioned, this dress runs small in the chest area and does not provide any stretch. luckily for me, that wasn't an issue.

my trouble is this: the liner stops just above the slits on the side, and it's way more noticeable in person than in the photo. the liner is sewn in and yo",1
7515,"I love baseball style tees and when i saw the homebase tee (in two colors no less), i was very thrilled especially since it was during the 20% mother's day promotion on all items. based on the model's photos, the top looks flattering with a swing type style. i usually wear a medium and bought a small size in this top. when the package was delivered, i excitedly opened it and found two tees looking like maternity tops which would be lovely if i was pregnant. the tops are so wide not like the webs",0
7516,"I loved the look of this blouse online. i really wanted a cute eyelet top for summer. the blouse looked great out of the package but the fit was not good. i am a 00p and 32 b bra size, this top was too tight across my chest but billowed out in the back. its as if the armholes were too far forward. it is fairly short but i am short waisted. i really wanted this top to work but i had to return it. if i went up one size the back of the blouse would have been ridiculously large and the top was too e",0
7517,"I purchased this shirt in white and black. the white is more ivory-isn, and is a bit thin/see through. the shirts can be worn with jeans, or dressed up with a skirt. i just wish it was a little more form fitting. i do like the hint of stretch in the fabric! very comfortable as well!",1
7518,Runs large and it also had a small hole in the back had to return it.,0
7519,I can usually be counted on to love a pretty top with lace detail and a bit of flow. this one has those qualities but it does not look great on me. perhaps it is too flowy because i am 5?3. or possibly the fabric is too soft a look on me. i did size down as reviewers suggested. maybe one size was not enough :-). i must return it.,0
